OrderID,Date,Region,Category,UnitsSold,UnitPrice,Revenue,Discount,NetRevenue
2338,2023-05-10,South,Electronics,9,480.86,4327.74,0.0,4327.74
2092,2023-05-10,North,Furniture,6,483.28,2899.68,0.0,2899.68
2928,2023-05-10,West,Electronics,3,71.1,213.3,0.0,213.3
1018,2023-05-11,West,Clothing,11,28.38,312.18,0.0,312.18
2451,2023-05-11,West,Furniture,7,362.04,2534.28,0.15,2154.14
2385,2023-05-11,East,Clothing,7,28.68,200.76,0.0,200.76
1281,2023-05-11,North,Furniture,6,419.18,2515.08,0.0,2515.08
1045,2023-05-11,East,Electronics,8,147.15,1177.2,0.1,1059.48
2030,2023-05-12,West,Electronics,9,349.46,3145.14,0.05,2987.88
1627,2023-05-12,South,Clothing,12,467.9,5614.8,0.1,5053.32
1803,2023-05-13,West,Groceries,1,128.12,128.12,0.1,115.31
2120,2023-05-13,South,Clothing,10,332.49,3324.9,0.1,2992.41
2951,2023-05-13,South,Furniture,13,67.47,877.11,0.0,877.11
2620,2023-05-13,North,Clothing,10,96.19,961.9,0.05,913.8
1593,2023-05-13,North,Electronics,7,53.85,376.95,0.1,339.26
1659,2023-05-14,South,Sports,10,358.99,3589.9,0.1,3230.91
2103,2023-05-14,North,Clothing,13,79.97,1039.61,0.0,1039.61
1118,2023-05-15,North,Clothing,12,223.96,2687.52,0.0,2687.52
1311,2023-05-15,East,Sports,12,108.66,1303.92,0.0,1303.92
2012,2023-05-17,East,Sports,3,10.61,31.83,0.1,28.65
2144,2023-05-17,North,Clothing,3,324.65,973.95,0.05,925.25
2432,2023-05-17,West,Groceries,10,280.72,2807.2,0.1,2526.48
1945,2023-05-17,North,Groceries,13,123.43,1604.59,0.05,1524.36
1804,2023-05-18,East,Groceries,4,12.67,50.68,0.15,43.08
1985,2023-05-19,West,Sports,13,379.93,4939.09,0.05,4692.14
1106,2023-05-19,North,Furniture,3,365.57,1096.71,0.15,932.2
2507,2023-05-20,East,Groceries,9,293.02,2637.18,0.0,2637.18
1978,2023-05-20,West,Sports,2,241.61,483.22,0.0,483.22
2111,2023-05-21,East,Furniture,2,64.36,128.72,0.15,109.41
2190,2023-05-21,East,Electronics,10,68.65,686.5,0.05,652.17
2473,2023-05-21,South,Electronics,5,465.11,2325.55,0.0,2325.55
2495,2023-05-22,West,Electronics,7,21.61,151.27,0.05,143.71
1397,2023-05-23,West,Groceries,13,262.47,3412.11,0.15,2900.29
1680,2023-05-23,North,Clothing,9,57.61,518.49,0.0,518.49
2044,2023-05-23,South,Groceries,13,222.91,2897.83,0.0,2897.83
2813,2023-05-23,East,Sports,14,107.07,1498.98,0.05,1424.03
2202,2023-05-24,North,Furniture,4,40.23,160.92,0.05,152.87
1239,2023-05-24,West,Groceries,4,499.74,1998.96,0.0,1998.96
1265,2023-05-24,North,Electronics,10,227.3,2273.0,0.0,2273.0
1583,2023-05-24,North,Electronics,14,208.09,2913.26,0.0,2913.26
1574,2023-05-24,North,Clothing,7,215.93,1511.51,0.1,1360.36
1752,2023-05-25,North,Clothing,13,190.67,2478.71,0.0,2478.71
2929,2023-05-25,East,Furniture,5,158.74,793.7,0.05,754.02
1903,2023-05-25,East,Groceries,2,363.37,726.74,0.0,726.74
1707,2023-05-25,East,Furniture,11,325.99,3585.89,0.0,3585.89
2549,2023-05-25,West,Electronics,3,336.49,1009.47,0.0,1009.47
2046,2023-05-25,North,Clothing,6,465.06,2790.36,0.15,2371.81
1726,2023-05-26,North,Furniture,6,83.67,502.02,0.0,502.02
1912,2023-05-26,North,Sports,2,352.0,704.0,0.05,668.8
2309,2023-05-26,North,Sports,2,172.17,344.34,0.0,344.34
2499,2023-05-26,South,Sports,2,173.41,346.82,0.2,277.46
2854,2023-05-27,South,Groceries,14,65.7,919.8,0.1,827.82
2257,2023-05-27,South,Sports,10,451.22,4512.2,0.0,4512.2
2601,2023-05-27,South,Clothing,7,255.7,1789.9,0.05,1700.4
1251,2023-05-27,West,Sports,2,119.05,238.1,0.1,214.29
1252,2023-05-28,East,Sports,9,344.17,3097.53,0.0,3097.53
2181,2023-05-28,North,Clothing,1,16.98,16.98,0.05,16.13
2363,2023-05-28,North,Furniture,6,51.56,309.36,0.0,309.36
1665,2023-05-29,East,Sports,1,367.75,367.75,0.0,367.75
2345,2023-05-29,South,Sports,10,252.79,2527.9,0.0,2527.9
1407,2023-05-30,South,Electronics,8,338.05,2704.4,0.15,2298.74
1260,2023-05-31,North,Sports,10,181.52,1815.2,0.0,1815.2
2255,2023-05-31,North,Sports,10,307.42,3074.2,0.0,3074.2
1582,2023-05-31,West,Electronics,9,284.32,2558.88,0.0,2558.88
1283,2023-06-01,South,Clothing,6,142.09,852.54,0.0,852.54
2886,2023-06-01,South,Furniture,2,282.7,565.4,0.0,565.4
2447,2023-06-01,North,Sports,8,406.9,3255.2,0.05,3092.44
2519,2023-06-02,West,Sports,2,32.12,64.24,0.0,64.24
1299,2023-06-02,East,Clothing,11,146.95,1616.45,0.1,1454.8
2753,2023-06-02,North,Groceries,8,382.84,3062.72,0.2,2450.18
2317,2023-06-02,North,Sports,13,465.89,6056.57,0.0,6056.57
2371,2023-06-03,West,Groceries,14,246.61,3452.54,0.0,3452.54
1460,2023-06-03,North,Electronics,13,466.66,6066.58,0.0,6066.58
1768,2023-06-03,South,Groceries,8,149.79,1198.32,0.0,1198.32
1375,2023-06-04,East,Clothing,6,456.74,2740.44,0.0,2740.44
2175,2023-06-05,South,Furniture,5,390.08,1950.4,0.2,1560.32
2967,2023-06-05,West,Clothing,8,331.38,2651.04,0.0,2651.04
1097,2023-06-06,South,Electronics,9,85.99,773.91,0.0,773.91
2067,2023-06-06,West,Furniture,4,19.72,78.88,0.0,78.88
2705,2023-06-06,East,Electronics,4,367.56,1470.24,0.0,1470.24
2085,2023-06-06,West,Electronics,8,275.97,2207.76,0.0,2207.76
2088,2023-06-06,East,Furniture,8,295.9,2367.2,0.05,2248.84
2283,2023-06-07,South,Sports,3,467.0,1401.0,0.05,1330.95
1344,2023-06-07,East,Sports,14,162.06,2268.84,0.2,1815.07
2446,2023-06-08,South,Electronics,9,286.79,2581.11,0.0,2581.11
2879,2023-06-08,South,Furniture,8,267.58,2140.64,0.0,2140.64
2080,2023-06-08,North,Clothing,13,464.2,6034.6,0.05,5732.87
1155,2023-06-09,North,Sports,6,453.48,2720.88,0.0,2720.88
1495,2023-06-09,North,Clothing,2,6.94,13.88,0.05,13.19
1275,2023-06-09,North,Electronics,10,183.1,1831.0,0.0,1831.0
2552,2023-06-09,East,Groceries,9,281.94,2537.46,0.05,2410.59
1362,2023-06-10,South,Groceries,2,173.87,347.74,0.0,347.74
1305,2023-06-10,West,Groceries,10,437.68,4376.8,0.0,4376.8
2169,2023-06-10,North,Electronics,12,85.99,1031.88,0.05,980.29
1027,2023-06-10,East,Clothing,10,194.97,1949.7,0.0,1949.7
2984,2023-06-10,East,Groceries,12,71.92,863.04,0.0,863.04
2462,2023-06-10,East,Groceries,12,210.51,2526.12,0.0,2526.12
1078,2023-06-11,East,Clothing,13,225.0,2925.0,0.1,2632.5
2220,2023-06-11,North,Clothing,9,368.44,3315.96,0.05,3150.16
2727,2023-06-11,North,Electronics,14,23.49,328.86,0.2,263.09
2932,2023-06-12,East,Electronics,2,205.05,410.1,0.0,410.1
1302,2023-06-12,South,Clothing,8,177.69,1421.52,0.2,1137.22
1594,2023-06-12,South,Furniture,4,292.0,1168.0,0.0,1168.0
2728,2023-06-12,West,Electronics,13,225.33,2929.29,0.0,2929.29
2249,2023-06-14,South,Groceries,3,148.91,446.73,0.05,424.39
2962,2023-06-14,West,Groceries,3,493.41,1480.23,0.15,1258.2
1614,2023-06-14,West,Furniture,10,401.08,4010.8,0.05,3810.26
2024,2023-06-14,East,Groceries,4,41.21,164.84,0.0,164.84
1796,2023-06-15,South,Electronics,4,187.51,750.04,0.05,712.54
2777,2023-06-15,East,Electronics,1,158.32,158.32,0.2,126.66
2809,2023-06-15,East,Groceries,14,153.74,2152.36,0.0,2152.36
1633,2023-06-16,South,Furniture,9,294.87,2653.83,0.0,2653.83
1049,2023-06-16,South,Sports,2,23.42,46.84,0.0,46.84
1995,2023-06-17,West,Sports,9,438.12,3943.08,0.0,3943.08
1607,2023-06-17,North,Sports,4,404.73,1618.92,0.05,1537.97
1508,2023-06-17,South,Groceries,5,11.23,56.15,0.1,50.54
2603,2023-06-17,North,Furniture,14,123.42,1727.88,0.0,1727.88
2327,2023-06-17,West,Electronics,2,230.8,461.6,0.0,461.6
1608,2023-06-19,North,Sports,8,256.8,2054.4,0.0,2054.4
2613,2023-06-19,South,Furniture,9,317.36,2856.24,0.05,2713.43
2567,2023-06-19,South,Furniture,10,462.25,4622.5,0.05,4391.38
2469,2023-06-19,North,Clothing,8,467.46,3739.68,0.0,3739.68
1151,2023-06-20,South,Clothing,12,460.22,5522.64,0.0,5522.64
2452,2023-06-20,North,Groceries,14,82.43,1154.02,0.15,980.92
1342,2023-06-21,West,Electronics,13,373.08,4850.04,0.0,4850.04
2389,2023-06-21,South,Furniture,11,406.17,4467.87,0.15,3797.69
1993,2023-06-21,South,Groceries,7,368.48,2579.36,0.0,2579.36
1640,2023-06-22,East,Sports,2,158.38,316.76,0.05,300.92
1664,2023-06-22,North,Clothing,13,216.62,2816.06,0.1,2534.45
1968,2023-06-22,East,Sports,5,54.97,274.85,0.05,261.11
1605,2023-06-23,South,Clothing,6,31.98,191.88,0.0,191.88
2208,2023-06-24,West,Furniture,12,345.52,4146.24,0.15,3524.3
2579,2023-06-25,North,Groceries,4,202.8,811.2,0.05,770.64
1381,2023-06-25,East,Groceries,1,147.06,147.06,0.1,132.35
1561,2023-06-26,North,Groceries,11,307.31,3380.41,0.0,3380.41
2170,2023-06-26,East,Furniture,7,184.57,1291.99,0.05,1227.39
1729,2023-06-26,East,Sports,3,29.43,88.29,0.1,79.46
2225,2023-06-27,South,Electronics,2,95.79,191.58,0.0,191.58
1702,2023-06-27,East,Sports,13,191.7,2492.1,0.0,2492.1
2162,2023-06-28,East,Electronics,2,57.32,114.64,0.05,108.91
2056,2023-06-28,South,Furniture,5,207.35,1036.75,0.0,1036.75
2166,2023-06-29,North,Furniture,2,214.16,428.32,0.0,428.32
1484,2023-06-29,South,Groceries,4,402.5,1610.0,0.0,1610.0
1355,2023-06-30,West,Clothing,12,305.89,3670.68,0.2,2936.54
2250,2023-07-01,North,Groceries,2,491.95,983.9,0.1,885.51
2137,2023-07-01,North,Furniture,14,215.29,3014.06,0.0,3014.06
2163,2023-07-01,South,Sports,9,348.57,3137.13,0.0,3137.13
1632,2023-07-01,West,Groceries,14,147.98,2071.72,0.1,1864.55
1818,2023-07-02,East,Furniture,10,203.9,2039.0,0.15,1733.15
2453,2023-07-02,North,Electronics,13,425.72,5534.36,0.0,5534.36
1805,2023-07-03,East,Clothing,1,87.55,87.55,0.0,87.55
3000,2023-07-03,East,Electronics,2,473.69,947.38,0.05,900.01
1231,2023-07-03,South,Clothing,4,477.44,1909.76,0.1,1718.78
2997,2023-07-04,East,Groceries,10,206.09,2060.9,0.0,2060.9
2900,2023-07-05,East,Furniture,5,216.82,1084.1,0.05,1029.89
1589,2023-07-05,East,Electronics,14,131.06,1834.84,0.0,1834.84
2508,2023-07-06,West,Groceries,14,32.4,453.6,0.0,453.6
2351,2023-07-06,West,Furniture,2,120.36,240.72,0.05,228.68
1243,2023-07-06,West,Furniture,13,303.94,3951.22,0.0,3951.22
2449,2023-07-07,North,Clothing,10,98.98,989.8,0.0,989.8
1093,2023-07-07,North,Groceries,12,13.77,165.24,0.0,165.24
1454,2023-07-08,North,Clothing,6,182.71,1096.26,0.2,877.01
1174,2023-07-09,North,Electronics,11,90.97,1000.67,0.0,1000.67
1546,2023-07-09,North,Groceries,4,295.74,1182.96,0.1,1064.66
1405,2023-07-09,East,Furniture,13,304.7,3961.1,0.0,3961.1
1652,2023-07-09,South,Groceries,2,316.43,632.86,0.0,632.86
1039,2023-07-09,East,Electronics,4,88.76,355.04,0.0,355.04
1360,2023-07-10,North,Electronics,4,62.76,251.04,0.0,251.04
2615,2023-07-10,East,Electronics,3,272.79,818.37,0.15,695.61
1654,2023-07-10,South,Furniture,2,116.95,233.9,0.0,233.9
2669,2023-07-11,South,Sports,8,12.65,101.2,0.0,101.2
1338,2023-07-11,South,Furniture,5,489.74,2448.7,0.0,2448.7
1025,2023-07-11,West,Groceries,10,6.96,69.6,0.05,66.12
1891,2023-07-11,East,Furniture,1,328.84,328.84,0.1,295.96
1539,2023-07-11,North,Furniture,13,441.69,5741.97,0.05,5454.87
2209,2023-07-13,East,Furniture,3,432.66,1297.98,0.05,1233.08
1963,2023-07-13,North,Sports,8,452.96,3623.68,0.0,3623.68
2808,2023-07-13,East,Clothing,9,203.76,1833.84,0.05,1742.15
1611,2023-07-13,East,Furniture,7,468.2,3277.4,0.0,3277.4
1312,2023-07-14,East,Clothing,14,270.86,3792.04,0.0,3792.04
2565,2023-07-14,West,Furniture,5,429.67,2148.35,0.0,2148.35
1825,2023-07-14,East,Sports,6,133.4,800.4,0.0,800.4
1826,2023-07-14,South,Groceries,3,319.89,959.67,0.05,911.69
2664,2023-07-15,North,Sports,8,389.36,3114.88,0.0,3114.88
2074,2023-07-15,North,Electronics,11,29.98,329.78,0.05,313.29
1526,2023-07-15,East,Groceries,1,211.23,211.23,0.05,200.67
1423,2023-07-15,West,Furniture,5,221.87,1109.35,0.0,1109.35
2981,2023-07-17,North,Groceries,12,170.74,2048.88,0.0,2048.88
1237,2023-07-17,West,Sports,12,103.11,1237.32,0.0,1237.32
2052,2023-07-17,West,Furniture,7,462.86,3240.02,0.0,3240.02
2745,2023-07-18,North,Electronics,1,44.1,44.1,0.05,41.9
2412,2023-07-19,West,Furniture,5,481.01,2405.05,0.15,2044.29
2297,2023-07-20,North,Furniture,3,397.23,1191.69,0.05,1132.11
1241,2023-07-20,West,Sports,3,218.34,655.02,0.0,655.02
1119,2023-07-20,East,Sports,2,335.99,671.98,0.05,638.38
2370,2023-07-20,East,Sports,12,466.61,5599.32,0.0,5599.32
1708,2023-07-20,North,Sports,6,192.9,1157.4,0.1,1041.66
1079,2023-07-21,East,Sports,8,75.1,600.8,0.0,600.8
2145,2023-07-21,East,Clothing,1,11.69,11.69,0.0,11.69
1668,2023-07-22,East,Sports,8,146.03,1168.24,0.05,1109.83
1230,2023-07-22,East,Furniture,6,192.44,1154.64,0.0,1154.64
1471,2023-07-23,North,Groceries,7,437.87,3065.09,0.0,3065.09
2961,2023-07-23,West,Furniture,6,58.54,351.24,0.0,351.24
1813,2023-07-24,West,Groceries,5,117.94,589.7,0.05,560.22
1065,2023-07-25,East,Electronics,14,333.89,4674.46,0.0,4674.46
2986,2023-07-25,South,Furniture,12,64.52,774.24,0.05,735.53
2754,2023-07-25,South,Electronics,5,295.3,1476.5,0.1,1328.85
1781,2023-07-26,West,Groceries,12,403.39,4840.68,0.05,4598.65
1138,2023-07-26,East,Groceries,5,413.5,2067.5,0.15,1757.38
2875,2023-07-26,South,Furniture,10,389.95,3899.5,0.0,3899.5
2838,2023-07-27,East,Clothing,3,373.34,1120.02,0.0,1120.02
1280,2023-07-27,North,Clothing,14,248.74,3482.36,0.1,3134.12
2732,2023-07-27,South,Furniture,5,444.98,2224.9,0.1,2002.41
2290,2023-07-28,West,Groceries,9,254.29,2288.61,0.0,2288.61
2113,2023-07-29,East,Furniture,7,434.48,3041.36,0.0,3041.36
2156,2023-07-29,North,Groceries,4,198.09,792.36,0.1,713.12
2677,2023-07-29,North,Groceries,13,284.28,3695.64,0.0,3695.64
1905,2023-07-31,South,Sports,14,57.02,798.28,0.1,718.45
1667,2023-08-01,East,Sports,13,167.66,2179.58,0.15,1852.64
2785,2023-08-02,North,Sports,8,457.08,3656.64,0.15,3108.14
1853,2023-08-02,North,Groceries,6,232.76,1396.56,0.05,1326.73
2191,2023-08-03,West,Groceries,7,14.1,98.7,0.0,98.7
1011,2023-08-03,North,Clothing,6,285.04,1710.24,0.2,1368.19
1595,2023-08-03,North,Furniture,9,315.79,2842.11,0.0,2842.11
2082,2023-08-04,South,Sports,8,279.64,2237.12,0.05,2125.26
2550,2023-08-04,South,Furniture,10,480.88,4808.8,0.0,4808.8
1876,2023-08-04,North,Electronics,6,232.73,1396.38,0.1,1256.74
2404,2023-08-04,South,Clothing,7,151.43,1060.01,0.0,1060.01
2600,2023-08-04,North,Sports,1,127.57,127.57,0.0,127.57
2992,2023-08-04,East,Electronics,6,285.67,1714.02,0.0,1714.02
1092,2023-08-05,South,Groceries,1,189.0,189.0,0.0,189.0
2995,2023-08-05,East,Sports,4,465.79,1863.16,0.0,1863.16
2379,2023-08-05,East,Furniture,9,194.55,1750.95,0.0,1750.95
1625,2023-08-05,East,Electronics,10,196.87,1968.7,0.05,1870.26
1552,2023-08-05,South,Sports,10,235.28,2352.8,0.0,2352.8
1732,2023-08-05,South,Clothing,10,379.81,3798.1,0.0,3798.1
1134,2023-08-06,West,Groceries,12,57.08,684.96,0.0,684.96
2110,2023-08-06,East,Sports,10,305.38,3053.8,0.1,2748.42
2533,2023-08-06,West,Clothing,12,85.45,1025.4,0.1,922.86
1472,2023-08-06,East,Sports,9,26.5,238.5,0.0,238.5
1466,2023-08-08,East,Clothing,6,25.61,153.66,0.05,145.98
1343,2023-08-08,West,Groceries,3,376.38,1129.14,0.2,903.31
1642,2023-08-08,North,Electronics,2,203.62,407.24,0.05,386.88
1215,2023-08-08,East,Sports,9,72.97,656.73,0.05,623.89
2213,2023-08-10,East,Furniture,10,310.05,3100.5,0.0,3100.5
2661,2023-08-10,West,Groceries,5,492.3,2461.5,0.0,2461.5
1951,2023-08-11,West,Clothing,6,366.81,2200.86,0.0,2200.86
1485,2023-08-11,East,Electronics,9,210.55,1894.95,0.1,1705.46
2646,2023-08-11,West,Furniture,9,419.09,3771.81,0.1,3394.63
2999,2023-08-11,East,Furniture,11,220.44,2424.84,0.1,2182.36
2438,2023-08-11,North,Electronics,6,379.2,2275.2,0.0,2275.2
2822,2023-08-11,East,Furniture,4,411.72,1646.88,0.0,1646.88
1591,2023-08-11,East,Furniture,14,98.02,1372.28,0.0,1372.28
2638,2023-08-12,North,Clothing,3,422.02,1266.06,0.1,1139.45
1727,2023-08-12,South,Groceries,11,31.46,346.06,0.0,346.06
2589,2023-08-12,East,Electronics,14,77.71,1087.94,0.15,924.75
2657,2023-08-12,North,Clothing,9,204.13,1837.17,0.2,1469.74
1189,2023-08-13,East,Clothing,12,282.91,3394.92,0.05,3225.17
1175,2023-08-13,South,Sports,14,346.63,4852.82,0.05,4610.18
2047,2023-08-13,East,Clothing,5,316.07,1580.35,0.0,1580.35
2803,2023-08-13,North,Electronics,6,32.96,197.76,0.1,177.98
1975,2023-08-13,East,Clothing,8,71.7,573.6,0.0,573.6
1217,2023-08-13,West,Furniture,5,295.44,1477.2,0.0,1477.2
2275,2023-08-14,West,Clothing,5,364.11,1820.55,0.0,1820.55
1329,2023-08-14,South,Groceries,12,434.64,5215.68,0.0,5215.68
2518,2023-08-14,South,Furniture,9,464.53,4180.77,0.0,4180.77
2532,2023-08-14,South,Electronics,6,292.02,1752.12,0.0,1752.12
2574,2023-08-14,East,Electronics,13,318.07,4134.91,0.15,3514.67
1671,2023-08-15,South,Sports,10,245.39,2453.9,0.15,2085.82
1294,2023-08-15,East,Clothing,8,305.8,2446.4,0.05,2324.08
2352,2023-08-15,West,Electronics,11,288.95,3178.45,0.1,2860.6
2685,2023-08-15,West,Groceries,9,141.24,1271.16,0.2,1016.93
2081,2023-08-16,West,Electronics,1,475.17,475.17,0.0,475.17
1914,2023-08-16,West,Sports,6,387.58,2325.48,0.0,2325.48
1782,2023-08-17,North,Furniture,7,187.65,1313.55,0.05,1247.87
2234,2023-08-17,East,Groceries,6,388.79,2332.74,0.0,2332.74
2933,2023-08-17,North,Clothing,1,438.31,438.31,0.0,438.31
2387,2023-08-17,North,Sports,8,498.8,3990.4,0.1,3591.36
1949,2023-08-17,East,Electronics,5,256.72,1283.6,0.05,1219.42
1669,2023-08-17,South,Clothing,2,241.75,483.5,0.0,483.5
2020,2023-08-17,North,Groceries,5,275.46,1377.3,0.05,1308.44
1323,2023-08-18,North,Electronics,1,429.89,429.89,0.2,343.91
1603,2023-08-18,West,Furniture,4,93.93,375.72,0.05,356.93
1149,2023-08-19,South,Electronics,7,226.51,1585.57,0.0,1585.57
1898,2023-08-19,East,Groceries,11,159.81,1757.91,0.0,1757.91
2065,2023-08-19,South,Furniture,1,66.03,66.03,0.1,59.43
1173,2023-08-19,South,Clothing,7,57.59,403.13,0.0,403.13
2926,2023-08-19,East,Clothing,9,240.27,2162.43,0.0,2162.43
1115,2023-08-19,South,Sports,2,183.2,366.4,0.0,366.4
1842,2023-08-21,South,Electronics,13,72.07,936.91,0.2,749.53
2643,2023-08-21,North,Clothing,13,63.59,826.67,0.0,826.67
1277,2023-08-21,North,Clothing,7,485.37,3397.59,0.0,3397.59
1565,2023-08-21,East,Clothing,7,404.31,2830.17,0.0,2830.17
1677,2023-08-21,West,Sports,3,427.96,1283.88,0.05,1219.69
1910,2023-08-21,East,Clothing,9,166.81,1501.29,0.0,1501.29
2656,2023-08-21,South,Furniture,13,289.55,3764.15,0.05,3575.94
1197,2023-08-21,South,Sports,5,480.31,2401.55,0.0,2401.55
1190,2023-08-22,South,Groceries,5,425.28,2126.4,0.0,2126.4
2299,2023-08-23,South,Furniture,4,342.32,1369.28,0.0,1369.28
1596,2023-08-23,East,Electronics,12,185.79,2229.48,0.0,2229.48
1776,2023-08-24,North,Electronics,4,179.58,718.32,0.0,718.32
2008,2023-08-24,South,Electronics,8,391.91,3135.28,0.05,2978.52
2757,2023-08-24,South,Furniture,9,449.46,4045.14,0.0,4045.14
2905,2023-08-25,East,Furniture,11,394.31,4337.41,0.0,4337.41
2294,2023-08-25,South,Electronics,10,255.64,2556.4,0.0,2556.4
1452,2023-08-25,East,Sports,9,366.06,3294.54,0.2,2635.63
2485,2023-08-27,East,Groceries,3,75.05,225.15,0.05,213.89
1728,2023-08-27,South,Electronics,7,225.62,1579.34,0.0,1579.34
2233,2023-08-27,East,Groceries,9,456.35,4107.15,0.0,4107.15
1854,2023-08-27,North,Clothing,5,12.51,62.55,0.15,53.17
1144,2023-08-29,North,Furniture,5,91.79,458.95,0.2,367.16
1720,2023-08-30,South,Sports,2,194.21,388.42,0.05,369.0
2991,2023-08-30,East,Groceries,11,346.05,3806.55,0.05,3616.22
2666,2023-08-30,West,Clothing,6,167.74,1006.44,0.05,956.12
2801,2023-08-30,East,Furniture,1,50.71,50.71,0.0,50.71
1055,2023-08-30,South,Clothing,3,262.24,786.72,0.0,786.72
2527,2023-08-31,West,Sports,7,174.08,1218.56,0.1,1096.7
1946,2023-08-31,South,Electronics,8,143.86,1150.88,0.1,1035.79
1157,2023-08-31,South,Electronics,4,316.56,1266.24,0.05,1202.93
2852,2023-08-31,West,Furniture,7,167.25,1170.75,0.15,995.14
2151,2023-09-01,West,Clothing,13,359.78,4677.14,0.0,4677.14
1043,2023-09-01,South,Electronics,13,280.64,3648.32,0.1,3283.49
2365,2023-09-01,East,Electronics,11,313.05,3443.55,0.0,3443.55
2481,2023-09-02,North,Sports,2,312.31,624.62,0.0,624.62
1380,2023-09-03,East,Electronics,8,360.91,2887.28,0.1,2598.55
2901,2023-09-03,East,Groceries,7,102.75,719.25,0.05,683.29
1458,2023-09-04,East,Furniture,4,156.35,625.4,0.2,500.32
1228,2023-09-04,South,Electronics,10,310.84,3108.4,0.0,3108.4
1850,2023-09-06,North,Sports,10,230.29,2302.9,0.15,1957.46
1795,2023-09-06,South,Furniture,6,199.04,1194.24,0.0,1194.24
1769,2023-09-07,South,Electronics,11,87.9,966.9,0.05,918.56
2427,2023-09-07,North,Groceries,14,419.75,5876.5,0.15,4995.02
2892,2023-09-07,East,Groceries,10,61.16,611.6,0.0,611.6
2472,2023-09-08,North,Clothing,13,137.12,1782.56,0.0,1782.56
2971,2023-09-08,North,Electronics,6,71.39,428.34,0.0,428.34
2578,2023-09-08,East,Electronics,10,150.35,1503.5,0.0,1503.5
1721,2023-09-08,North,Furniture,4,144.49,577.96,0.1,520.16
2993,2023-09-08,North,Electronics,10,343.38,3433.8,0.1,3090.42
2833,2023-09-08,North,Electronics,2,31.11,62.22,0.05,59.11
1085,2023-09-09,North,Clothing,5,482.39,2411.95,0.1,2170.76
1629,2023-09-09,South,Groceries,1,198.19,198.19,0.0,198.19
1031,2023-09-10,East,Clothing,10,212.64,2126.4,0.0,2126.4
1713,2023-09-10,South,Clothing,3,407.03,1221.09,0.0,1221.09
1602,2023-09-10,South,Furniture,7,284.6,1992.2,0.0,1992.2
1516,2023-09-10,South,Sports,3,374.14,1122.42,0.1,1010.18
1361,2023-09-10,East,Clothing,11,329.72,3626.92,0.0,3626.92
1865,2023-09-10,North,Clothing,10,14.63,146.3,0.05,138.99
1293,2023-09-11,North,Sports,8,481.66,3853.28,0.15,3275.29
1271,2023-09-11,South,Electronics,11,272.34,2995.74,0.1,2696.17
2101,2023-09-11,West,Clothing,5,242.61,1213.05,0.15,1031.09
2073,2023-09-11,West,Sports,7,331.22,2318.54,0.15,1970.76
1479,2023-09-11,North,Furniture,7,203.44,1424.08,0.0,1424.08
2274,2023-09-13,East,Clothing,12,31.83,381.96,0.05,362.86
1716,2023-09-13,South,Electronics,2,426.0,852.0,0.05,809.4
1363,2023-09-13,East,Electronics,2,375.02,750.04,0.2,600.03
2724,2023-09-14,South,Clothing,11,365.45,4019.95,0.05,3818.95
2950,2023-09-14,South,Groceries,7,435.62,3049.34,0.0,3049.34
1862,2023-09-14,North,Sports,13,462.62,6014.06,0.0,6014.06
1493,2023-09-15,South,Electronics,5,155.74,778.7,0.0,778.7
2633,2023-09-15,East,Electronics,9,208.52,1876.68,0.2,1501.34
2535,2023-09-16,East,Electronics,9,71.07,639.63,0.0,639.63
1987,2023-09-16,North,Electronics,4,405.84,1623.36,0.0,1623.36
1685,2023-09-16,North,Groceries,8,241.14,1929.12,0.0,1929.12
1181,2023-09-16,East,Sports,9,136.72,1230.48,0.0,1230.48
2273,2023-09-18,North,Furniture,2,52.07,104.14,0.05,98.93
2572,2023-09-18,North,Sports,4,221.49,885.96,0.0,885.96
1991,2023-09-18,North,Electronics,5,235.43,1177.15,0.0,1177.15
2934,2023-09-18,West,Furniture,8,210.67,1685.36,0.0,1685.36
2087,2023-09-18,South,Sports,4,323.17,1292.68,0.0,1292.68
2599,2023-09-19,East,Electronics,8,495.4,3963.2,0.0,3963.2
1264,2023-09-20,South,Groceries,2,113.74,227.48,0.0,227.48
2827,2023-09-21,North,Sports,11,437.84,4816.24,0.15,4093.8
1417,2023-09-21,North,Clothing,6,384.75,2308.5,0.05,2193.07
2216,2023-09-21,West,Furniture,1,328.3,328.3,0.0,328.3
2239,2023-09-21,South,Clothing,4,421.97,1687.88,0.05,1603.49
1567,2023-09-22,North,Clothing,13,303.69,3947.97,0.05,3750.57
2487,2023-09-23,West,Clothing,2,293.29,586.58,0.1,527.92
2559,2023-09-24,West,Groceries,9,266.28,2396.52,0.1,2156.87
1505,2023-09-25,West,Furniture,4,222.14,888.56,0.1,799.7
1203,2023-09-25,East,Groceries,10,375.31,3753.1,0.05,3565.44
2903,2023-09-25,North,Sports,8,343.96,2751.68,0.0,2751.68
2416,2023-09-25,East,Groceries,6,366.11,2196.66,0.15,1867.16
1774,2023-09-25,East,Electronics,6,256.8,1540.8,0.1,1386.72
2329,2023-09-25,North,Sports,14,23.13,323.82,0.05,307.63
1427,2023-09-26,South,Clothing,7,474.19,3319.33,0.2,2655.46
2021,2023-09-27,West,Furniture,10,286.89,2868.9,0.0,2868.9
